split,unit,template_id,slice,family,size,seed,placement_jitter,canonical_config,horizon,optimal_actions,n_free_cells,betti_z2,betti_z2_sealed
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2000,0,TG-Texture-SearchRescue-seed2000,280,92,2663,1 160 0,2 161 0
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2001,0,TG-Texture-SearchRescue-seed2001,250,82,2673,1 160 0,2 161 0
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2002,0,TG-Texture-SearchRescue-seed2002,220,71,2673,1 160 0,2 161 0
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2003,0,TG-Texture-SearchRescue-seed2003,260,85,2655,1 160 0,2 161 0
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2004,0,TG-Texture-SearchRescue-seed2004,210,68,2631,1 160 0,2 161 0
train,SearchRescue,TopoGym/SearchRescue-v0,Texture,SearchRescue,61,2005,0,TG-Texture-SearchRescue-seed2005,270,90,2669,1 160 0,2 161 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2000,300,100,9969,1 0 0,2 1 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2001,350,116,9969,1 0 0,2 1 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2002,320,106,9969,1 0 0,2 1 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2003,360,117,9969,1 0 0,2 1 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2004,370,121,9969,1 0 0,2 1 0
train,ShapeCi-100,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j6-open-slip0-seed2005,330,109,9969,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2000,160,53,2469,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2001,200,66,2469,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2002,190,62,2469,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2003,200,66,2469,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2004,210,69,2469,1 0 0,2 1 0
train,ShapeCi-50,TopoGym/ShapeCi-50-v0,GridWorld2D,ShapeCi,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpCi-ctr-bl-j3-open-slip0-seed2005,180,58,2469,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2000,310,102,9973,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2001,350,116,9973,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2002,320,106,9973,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2003,330,108,9973,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2004,340,113,9973,1 0 0,2 1 0
train,ShapeSq-100,TopoGym/ShapeSq-50-v0,GridWorld2D,ShapeSq,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSq-ctr-bl-j6-open-slip0-seed2005,340,113,9973,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2000,370,121,9957,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2001,320,106,9957,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2002,350,116,9957,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2003,350,114,9957,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2004,390,130,9957,1 0 0,2 1 0
train,ShapeSt-100,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j6-open-slip0-seed2005,350,115,9957,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2000,230,74,2457,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2001,170,56,2457,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2002,220,72,2457,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2003,190,63,2457,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2004,240,78,2457,1 0 0,2 1 0
train,ShapeSt-50,TopoGym/ShapeSt-50-v0,GridWorld2D,ShapeSt,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpSt-ctr-bl-j3-open-slip0-seed2005,200,64,2457,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2000,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2000,330,110,9959,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2001,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2001,330,109,9959,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2002,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2002,350,115,9959,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2003,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2003,330,110,9959,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2004,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2004,370,121,9959,1 0 0,2 1 0
train,ShapeTr-100,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,100,2005,6,TG-GridWorld2D-S100-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j6-open-slip0-seed2005,370,121,9959,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2000,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2000,190,63,2459,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2001,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2001,180,59,2459,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2002,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2002,220,71,2459,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2003,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2003,180,59,2459,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2004,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2004,210,69,2459,1 0 0,2 1 0
train,ShapeTr-50,TopoGym/ShapeTr-50-v0,GridWorld2D,ShapeTr,50,2005,3,TG-GridWorld2D-S50-C1-D0-cs8-ds8-sep2-shpTr-ctr-bl-j3-open-slip0-seed2005,210,70,2459,1 0 0,2 1 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2000,0,TG-Texture-SpaceWarp-seed2000,120,37,2391,2 1 0,5 4 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2001,0,TG-Texture-SpaceWarp-seed2001,130,43,2391,2 1 0,5 4 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2002,0,TG-Texture-SpaceWarp-seed2002,100,32,2391,2 1 0,5 4 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2003,0,TG-Texture-SpaceWarp-seed2003,130,43,2391,2 1 0,5 4 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2004,0,TG-Texture-SpaceWarp-seed2004,100,32,2391,2 1 0,5 4 0
train,SpaceWarp,TopoGym/SpaceWarp-v0,Texture,SpaceWarp,50,2005,0,TG-Texture-SpaceWarp-seed2005,140,44,2391,2 1 0,5 4 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2000,0,TG-Top-TopCylinder-seed2000,130,43,2392,1 1 0,5 5 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2001,0,TG-Top-TopCylinder-seed2001,150,50,2392,1 1 0,5 5 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2002,0,TG-Top-TopCylinder-seed2002,170,55,2392,1 1 0,5 5 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2003,0,TG-Top-TopCylinder-seed2003,160,53,2392,1 1 0,5 5 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2004,0,TG-Top-TopCylinder-seed2004,140,44,2392,1 1 0,5 5 0
train,TopCylinder-50,TopoGym/TopCylinder-50-v0,Top,TopCylinder,50,2005,0,TG-Top-TopCylinder-seed2005,130,43,2392,1 1 0,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2000,0,TG-Top-TopKlein-seed2000,130,43,2392,1 2 1,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2001,0,TG-Top-TopKlein-seed2001,150,50,2392,1 2 1,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2002,0,TG-Top-TopKlein-seed2002,170,55,2392,1 2 1,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2003,0,TG-Top-TopKlein-seed2003,160,53,2392,1 2 1,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2004,0,TG-Top-TopKlein-seed2004,140,44,2392,1 2 1,5 5 0
train,TopKlein-50,TopoGym/TopKlein-50-v0,Top,TopKlein,50,2005,0,TG-Top-TopKlein-seed2005,130,43,2392,1 2 1,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2000,0,TG-Top-TopMobius-seed2000,130,43,2392,1 1 0,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2001,0,TG-Top-TopMobius-seed2001,150,50,2392,1 1 0,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2002,0,TG-Top-TopMobius-seed2002,170,55,2392,1 1 0,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2003,0,TG-Top-TopMobius-seed2003,160,53,2392,1 1 0,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2004,0,TG-Top-TopMobius-seed2004,140,44,2392,1 1 0,5 5 0
train,TopMobius-50,TopoGym/TopMobius-50-v0,Top,TopMobius,50,2005,0,TG-Top-TopMobius-seed2005,130,43,2392,1 1 0,5 5 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2000,0,TG-Top-TopPlane-seed2000,130,43,2392,1 0 0,5 4 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2001,0,TG-Top-TopPlane-seed2001,150,50,2392,1 0 0,5 4 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2002,0,TG-Top-TopPlane-seed2002,170,55,2392,1 0 0,5 4 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2003,0,TG-Top-TopPlane-seed2003,160,53,2392,1 0 0,5 4 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2004,0,TG-Top-TopPlane-seed2004,140,44,2392,1 0 0,5 4 0
train,TopPlane-50,TopoGym/TopPlane-50-v0,Top,TopPlane,50,2005,0,TG-Top-TopPlane-seed2005,130,43,2392,1 0 0,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2000,0,TG-Top-TopRP2-seed2000,130,43,2392,1 1 1,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2001,0,TG-Top-TopRP2-seed2001,150,50,2392,1 1 1,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2002,0,TG-Top-TopRP2-seed2002,170,55,2392,1 1 1,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2003,0,TG-Top-TopRP2-seed2003,160,53,2392,1 1 1,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2004,0,TG-Top-TopRP2-seed2004,140,44,2392,1 1 1,5 4 0
train,TopRP2-50,TopoGym/TopRP2-50-v0,Top,TopRP2,50,2005,0,TG-Top-TopRP2-seed2005,130,43,2392,1 1 1,5 4 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2000,0,TG-Top-TopTorus-seed2000,130,43,2392,1 2 1,5 5 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2001,0,TG-Top-TopTorus-seed2001,150,50,2392,1 2 1,5 5 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2002,0,TG-Top-TopTorus-seed2002,170,55,2392,1 2 1,5 5 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2003,0,TG-Top-TopTorus-seed2003,160,53,2392,1 2 1,5 5 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2004,0,TG-Top-TopTorus-seed2004,140,44,2392,1 2 1,5 5 0
train,TopTorus-50,TopoGym/TopTorus-50-v0,Top,TopTorus,50,2005,0,TG-Top-TopTorus-seed2005,130,43,2392,1 2 1,5 5 0
